id,sex,text,time,text/text,text/type
56410,3,море,2020-10-06T01:07:49,,
56411,3,давай поиграем в английский,2020-10-06T06:28:53,,
56412,3,быстрый,2020-10-06T06:54:39,,
56413,3,море большое озеро маленькое ложится еще меньше ручей сам,2020-10-06T07:11:10,,
56414,3,алиса дальше,2020-10-06T07:47:26,,
56415,3,спокойствие плавание,2020-10-06T07:53:20,,
56416,3,жидкое спокойно текучая,2020-10-06T07:59:39,,
56417,3,чистый журчащий вкусный,2020-10-06T08:36:19,,
56418,3,это река,2020-10-06T08:38:15,,
56419,3,включи музыку,2020-10-06T09:04:38,,
56420,3,"мокро, покой, шум воды ",2020-10-06T09:05:57,,
56421,3,я дала,2020-10-06T09:06:15,,
56422,3,ну что как то сделать что то,2020-10-06T09:08:36,,
56423,3,что дальше,2020-10-06T09:11:15,,
56424,3,ха,2020-10-06T09:55:10,,
56425,3,море синее,2020-10-06T10:46:45,,
56426,3,нежная плавная мягкая,2020-10-06T10:58:02,,
56427,3,мокрая,2020-10-06T11:06:22,,
56428,3,гладкая тихая из мультфильма,2020-10-06T11:10:54,,
56429,3,спокойствие мягкое волнение и,2020-10-06T11:35:14,,
56430,3,море синее прекрасный,2020-10-06T11:59:48,,
56431,3,море оно большое синее глубокое,2020-10-06T12:04:55,,
56432,3,море,2020-10-06T12:09:25,,
56433,3,конечно море я люблю,2020-10-06T12:11:45,,
56434,3,я просыпаюсь так мне хорошо я как зайчик в кровать,2020-10-06T12:12:40,,
56435,3,мокрая и глубоко,2020-10-06T12:12:52,,
56436,3,... ,2020-10-06T12:13:10,,
56437,3,она жидкое,2020-10-06T12:27:10,,
56438,3,опоздай в кино нас не пустит,2020-10-06T12:46:52,,
56439,3,море мне больше нравится и бассейн тоже мы больше мне всего нравится бассейн я хочу чтобы она облачно и видела ее под водой с открытыми глазами без очков подводных,2020-10-06T12:51:29,,
56440,3,он холодный маленький бьет ключом,2020-10-06T12:53:17,,
56441,3,большое безграничная и голубое,2020-10-06T13:35:49,,
56442,3,тишина спокойствие отдых,2020-10-06T13:39:01,,
56443,3,красивые блестящие и яркая,2020-10-06T13:39:42,,
56444,3,включи быстро,2020-10-06T13:55:16,,
56445,3,включи быстрый йорки наверное я не знаю,2020-10-06T13:57:44,,
56446,3,погода,2020-10-06T14:34:32,,
56447,3,текущие дрожащий волнительная,2020-10-06T14:45:05,,
56448,3,"глубокое, тихое, солнечное",2020-10-06T14:52:27,,
56449,3,милые и какое волнистое,2020-10-06T14:54:43,,
56450,3,спокойная тихая,2020-10-06T14:59:06,,
56451,3,соленая желтая вонючая,2020-10-06T14:59:35,,
56452,3,очень море много воды,2020-10-06T15:00:45,,
56453,3,там соленая вода там очень хорошо купаться оно там где тепло,2020-10-06T15:01:14,,
56454,3,ты что дура что ли,2020-10-06T15:01:50,,
56455,3,всегда движется,2020-10-06T15:02:15,,
56456,3,там обычная белая вода,2020-10-06T15:03:46,,
56457,3,я люблю купаться в озере потому что мне нравится природа,2020-10-06T15:04:15,,
56458,3,маленькая пушистая с большими зубами любит полакомиться сыром с длинным хвостом,2020-10-06T15:04:43,,
56459,3,можно удали пожалуйста,2020-10-06T15:17:55,,
56460,3,романтика умиротворение спокойствие,2020-10-06T15:19:45,,
56461,3,лед вода пар,2020-10-06T15:21:55,,
56462,3,холодные быстрая река,2020-10-06T15:22:54,,
56463,3,море пар,2020-10-06T15:26:20,,
56464,3,"размытость, прозрачность, зеркальность",2020-10-06T15:32:13,,
56465,3,красивые,2020-10-06T15:56:19,,
56466,3,море озера океан,2020-10-06T16:03:13,,
56467,3,не купаются,2020-10-06T16:07:40,,
56468,3,глубоко,2020-10-06T16:12:19,,
56469,3,привет,2020-10-06T16:17:10,,
56470,3,тепло,2020-10-06T16:19:19,,
56471,3,"спокойное, плавное, большое",2020-10-06T16:19:48,,
56472,3,море оно большое озеро она немного моменте там иногда плавают лебеди,2020-10-06T16:20:20,,
56473,3,акулы тонуть бульки,2020-10-06T16:27:03,,
56474,3,море,2020-10-06T16:38:11,,
56475,3,оно веселое,2020-10-06T16:39:30,,
56476,3,огромное,2020-10-06T16:42:13,,
56477,3,акулы тонуть медузы опасность,2020-10-06T16:42:44,,
56478,3,дальше,2020-10-06T16:48:47,,
56479,3,день ночь трава,2020-10-06T17:07:11,,
56480,3,соленая красивая блестящие,2020-10-06T17:27:45,,
56481,3,"чувство свободы, спокойствия, и восполнения силы. ",2020-10-06T17:30:23,,
56482,3,повтори вопрос,2020-10-06T17:35:19,,
56483,3,что,2020-10-06T17:40:40,,
56484,3,мне нравится море оно оно в море очень много рыбок может быть есть а еще можно там купаться,2020-10-06T17:42:49,,
56485,3,ручей можно определить потому что он маленький отличаются от моря от воды ну и так далее,2020-10-06T17:46:58,,
56486,3,привет,2020-10-06T18:02:20,,
56487,3,мяу мяу,2020-10-06T18:07:27,,
56488,3,"спокойное, массивное, вечное",2020-10-06T18:12:33,,
56489,3,речка длинная холодная глубокая,2020-10-06T18:17:23,,
56490,3,тихий приятные связи,2020-10-06T18:19:48,,
56491,3,выйди из игры,2020-10-06T18:21:13,,
56492,3,гладь,2020-10-06T18:22:17,,
56493,3,красиво завораживающая,2020-10-06T18:40:58,,
56494,3,спокойное чистое в нем много медуз что непонятного,2020-10-06T18:53:51,,
56495,3,акулы медуза глубина,2020-10-06T19:00:24,,
56496,3,красиво одной шумно,2020-10-06T19:01:54,,
56497,3,может тебе сна где тебе охота проводить больше всего времени,2020-10-06T19:02:41,,
56498,3,брысь клоун как они и сила,2020-10-06T19:05:03,,
56499,3,спокойно величественная,2020-10-06T19:18:50,,
56500,3,грязный сверкающий красивый,2020-10-06T19:24:12,,
56501,3,сыро мерзко грязно,2020-10-06T19:26:30,,
56502,3,далее,2020-10-06T19:48:34,,
56503,3,он течет как молния,2020-10-06T19:49:09,,
56504,3,еще раз,2020-10-06T19:54:08,,
56505,3,море кайф дача отдых,2020-10-06T19:56:33,,
56506,3,вон,2020-10-06T20:05:36,,
56507,3,еще они спокойные еще идут идут волны,2020-10-06T20:22:09,,
56508,3,тишина,2020-10-06T20:22:27,,
56509,3,вода объем ширина,2020-10-06T20:23:50,,
56510,3,я хорошо сказала,2020-10-06T20:28:26,,
56511,3,запускать кораблики,2020-10-06T20:34:22,,
56512,3,море,2020-10-06T20:39:33,,
56513,3,лужа маленькая мокрая короткая,2020-10-06T20:40:20,,
56514,3,мне нравится море,2020-10-06T21:07:24,,
56515,3,счастье улыбка,2020-10-06T21:07:44,,
56516,3,море синяя он мне нравится,2020-10-06T21:09:47,,
56517,3,красота свежесть и мечта,2020-10-06T21:21:43,,
56518,3,полный росла босс хорошо,2020-10-06T21:28:54,,
56519,3,заново,2020-10-06T21:31:31,,
56520,3,назад,2020-10-06T21:37:46,,
56521,3,и,2020-10-06T21:38:24,,
56522,3,отдых,2020-10-06T21:38:34,,
56523,3,море,2020-10-06T21:43:42,,
56524,3,необъятный,2020-10-06T21:45:58,,
56525,3,озеро,2020-10-06T21:47:32,,
56526,3,течет,2020-10-06T21:49:07,,
56527,3,продолжай,2020-10-06T21:52:01,,
56528,3,большое соленое много животных,2020-10-06T22:09:52,,
56529,3,маленькая высыпает,2020-10-06T22:13:02,,
56530,3,дальше,2020-10-06T22:17:05,,
56531,3,фу,2020-10-06T22:24:03,,
56532,3,умиротворение,2020-10-06T22:26:29,,
56533,3,успокойся а спокойствие умиротворение,2020-10-06T22:28:58,,
56534,3,страшная,2020-10-06T22:36:05,,
56535,3,вольный,2020-10-06T23:01:15,,
56536,3,шум прибоя,2020-10-06T23:08:27,,
56537,3,шум,2020-10-06T23:12:48,,
56538,3,жидкое прозрачное губы,2020-10-06T23:16:54,,
56539,3,теплая милые розовые,2020-10-06T23:16:55,,
56540,3,9982,2020-10-06T23:16:58,,
56541,3,жидкое вонючие и сбросим ядерной отходы с фабрики дядиных заводов от ссср,2020-10-06T23:22:59,,
56542,3,глубокое мокрые красивые,2020-10-06T23:45:17,,
56543,3,озеро,2020-10-06T23:48:35,,
56544,3,глубокое безбрежная чистое,2020-10-07T00:09:11,,
56545,3,синева,2020-10-07T00:14:18,,
56546,3,глубокая красивая волнительная,2020-10-07T00:23:40,,
56547,3,теплая ласковая,2020-10-07T03:22:45,,
56548,3,море озеро и ручей,2020-10-07T03:46:34,,
56549,3,море озеро и ручей,2020-10-07T03:49:02,,
56550,3,спокойную,2020-10-07T03:53:35,,
56551,3,маленькое тихое тёплое ,2020-10-07T03:56:58,,
56552,3,вода пустота жидкость,2020-10-07T06:05:28,,
56553,3,хорошая,2020-10-07T06:30:49,,
56554,3,кто она,2020-10-07T06:55:40,,
56555,3,вода есть вода из моря озеро так озеро лошадок уже,2020-10-07T07:23:08,,
56556,3,ну как сказать идиот,2020-10-07T07:52:10,,
56557,3,спокойная прозрачное голубое глубокое,2020-10-07T08:13:07,,
56558,3,мне нравится море потому что там,2020-10-07T08:13:37,,
56559,3,в кровати пошел в магазин нафиг,2020-10-07T08:58:25,,
56560,3,жопа жопа жопа жопа,2020-10-07T09:03:27,,
56561,3,не снимают,2020-10-07T09:09:53,,
56562,3,смуглый,2020-10-07T09:13:22,,
56563,3,море,2020-10-07T09:42:50,,
56564,3,секс со своей начальнице,2020-10-07T09:52:12,,
56565,3,море оно спокойная удовлетворительное мне она очень нравится,2020-10-07T10:02:33,,
56566,3,море,2020-10-07T10:24:29,,
56567,3,ручей прозрачный холодный,2020-10-07T10:29:11,,
56568,3,спокойствие умиротворение и спокойствие еще раз,2020-10-07T10:33:20,,
56569,3,продолжай,2020-10-07T10:35:33,,
56570,3,куда можно купаться играть с ней и пить,2020-10-07T10:36:56,,
56571,3,продолжайте,2020-10-07T10:38:08,,
56572,3,он оно очень часто гавкает царапается и гавкает,2020-10-07T10:41:09,,
56573,3,спокойная чистая,2020-10-07T10:42:59,,
56574,3,ручей,2020-10-07T10:45:23,,
56575,3,не знаю,2020-10-07T10:46:04,,
56576,3,давай дальше играть в это,2020-10-07T10:50:17,,
56577,3,алиса давай дальше играть,2020-10-07T10:52:55,,
56578,3,красивое большое блестящее,2020-10-07T11:04:40,,
56579,3,ручей море лужа,2020-10-07T11:05:42,,
56580,3,круглая блестящая спокойная,2020-10-07T11:07:06,,
56581,3,ручей море и лужа,2020-10-07T11:10:17,,
56582,3,абвгд ежик,2020-10-07T11:14:58,,
56583,3,привет,2020-10-07T11:19:17,,
56584,3,акулы тонуть байки,2020-10-07T11:24:40,,
56585,3,дефис,2020-10-07T11:32:28,,
56586,3,спокойствие тишина умиротворение,2020-10-07T11:51:55,,
56587,3,"приятный, шумный, красивый",2020-10-07T12:00:06,,
56588,3,спасибо,2020-10-07T12:04:45,,
56589,3,пробел,2020-10-07T12:08:06,,
56590,3,тепло песок,2020-10-07T12:08:56,,
56591,3,можно отдохнуть подумать о чем на свете и расслабиться еще больше,2020-10-07T12:26:29,,
56592,3,вода должна быть такой прекрасный,2020-10-07T12:27:49,,
56593,3,я туда прыгнул будто какашка унитаз,2020-10-07T12:31:40,,
56594,3,я туда прыгнул будто какашка унитаз,2020-10-07T12:31:40,,
56595,3,я прыгаю в бассейн или в море или надо в унитаз как будто вы какашка и меня сны,2020-10-07T12:34:12,,
56596,3,море это бесконечность,2020-10-07T12:35:17,,
56597,3,море это соленая вода там где водится медуза и рыбы а еще водится краб,2020-10-07T12:36:47,,
56598,3,быстрая мокрая приятное,2020-10-07T12:38:58,,
56599,3,соленое,2020-10-07T12:43:30,,
56600,3,"Сильное, красивое, прекрасное",2020-10-07T12:48:35,,
56601,3,большое,2020-10-07T13:05:39,,
56602,3,дальше навык,2020-10-07T13:10:15,,
56603,3,гладкая спокойная мягкая,2020-10-07T13:11:12,,
56604,3,ну гори прикольная красивая,2020-10-07T13:15:49,,
56605,3,большое глубокое синее,2020-10-07T13:25:20,,
56606,3,вода,2020-10-07T14:01:43,,
56607,3,море,2020-10-07T14:06:53,,
56608,3,как дать определение,2020-10-07T14:24:17,,
56609,3,шум птицы волны,2020-10-07T14:24:36,,
56610,3,море классная теплая,2020-10-07T14:31:33,,
56611,3,это как,2020-10-07T14:46:14,,
56612,3,отдых,2020-10-07T14:48:51,,
56613,3,алиса давай поиграем узнай себя,2020-10-07T14:54:52,,
56614,3,море очень красивая или глупая,2020-10-07T15:09:41,,
56615,3,гучи,2020-10-07T15:16:33,,
56616,3,давай дальше,2020-10-07T15:26:33,,
56617,3,давай дальше,2020-10-07T15:29:57,,
56618,3,сижу приятно,2020-10-07T15:50:12,,
56619,3,ну ты воды нету кислорода,2020-10-07T16:03:49,,
56620,3,теплые,2020-10-07T16:04:06,,
56621,3,там живут рыбы,2020-10-07T16:06:52,,
56622,3,все,2020-10-07T16:07:35,,
56623,3,запусти навык английский с фоксом,2020-10-07T16:26:32,,
56624,3,красивое глубокое,2020-10-07T16:27:17,,
56625,3,пробел,2020-10-07T16:32:09,,
56626,3,пробел семьсот семьдесят семь тысяч семьсот семьдесят семь,2020-10-07T16:36:05,,
56627,3,пробел пробел пробел пробел пробел пробел пробел пробел пробел пробел пробел,2020-10-07T16:40:16,,
56628,3,большой синий глубокий,2020-10-07T16:42:05,,
56629,3,отдых,2020-10-07T16:51:21,,
56630,3,очень глубокая,2020-10-07T17:08:30,,
56631,3,это кто сидит со мной,2020-10-07T17:09:12,,
56632,3,неспокойный волнительный бушующий,2020-10-07T17:09:59,,
56633,3,что значит,2020-10-07T17:11:05,,
56634,3,прозрачная соленая спокойная,2020-10-07T17:18:33,,
56635,3,а на большое голубое и теплое,2020-10-07T17:23:54,,
56636,3,или плавать,2020-10-07T18:06:06,,
56637,3,турецкий купаться веселиться,2020-10-07T18:08:10,,
56638,3,это прекрасно,2020-10-07T18:10:21,,
56639,3,плохо,2020-10-07T18:11:58,,
56640,3,радость счастье купание,2020-10-07T18:14:46,,
56641,3,веселая храбрая и уверена,2020-10-07T18:15:52,,
56642,3,продолжить,2020-10-07T18:18:01,,
56643,3,дальше,2020-10-07T18:18:26,,
56644,3,назад,2020-10-07T18:20:52,,
56645,3,спокойная не глубокая зеленая,2020-10-07T18:21:03,,
56646,3,"Жидкое,тёплое, и красивое",2020-10-07T18:26:11,,
56647,3,море глубокое,2020-10-07T18:50:17,,
56648,3,спокойствие тишина благоухание,2020-10-07T18:56:41,,
56649,3,алиса давай играть,2020-10-07T19:24:53,,
56650,3,давай поиграем в другую игру,2020-10-07T19:29:16,,
56651,3,чистый тихий,2020-10-07T19:43:05,,
56652,3,не знаю,2020-10-07T19:43:36,,
56653,3,мокрая противная холодная,2020-10-07T19:51:16,,
56654,3,теплая соленая,2020-10-07T19:55:49,,
56655,3,озеро большое чистое,2020-10-07T19:58:15,,
56656,3,мокрая зеленая,2020-10-07T20:02:16,,
56657,3,пластичные спокойствие бескрайние просторы,2020-10-07T20:06:21,,
56658,3,теплота,2020-10-07T20:22:14,,
56659,3,она гибкая она движется как ручей во тьме,2020-10-07T20:24:23,,
56660,3,главное,2020-10-07T20:31:29,,
56661,3,море теплое соленое ,2020-10-07T20:40:56,,
56662,3,море,2020-10-07T21:33:11,,
56663,3,жидкая красивая дремучая,2020-10-07T22:18:09,,
56664,3,тверды,2020-10-07T22:33:43,,
56665,3,включи,2020-10-07T22:46:36,,
56666,3,прозрачный кристальный спокойный,2020-10-07T22:49:44,,
56667,3,океан море платон,2020-10-07T22:52:01,,
56668,3,вода,2020-10-07T23:29:58,,
56669,3,определи меня это прилагательное,2020-10-08T00:08:18,,
56670,3,горная спокойная главная,2020-10-08T00:28:44,,
56671,3,шумящий бурливый,2020-10-08T00:35:30,,
56672,3,море чистая красивая бьющиеся волны,2020-10-08T00:35:43,,
56673,3,спокойствие,2020-10-08T00:37:19,,
56674,3,широкая волнующаяся спокойная,2020-10-08T00:39:17,,
56675,3,"быстрый, мимолетный, спокойный",2020-10-08T00:40:28,,
56676,3,год,2020-10-08T01:07:00,,
56677,3,спокойная лужа,2020-10-08T01:25:43,,
56678,3,продолжаем,2020-10-08T02:06:57,,
56679,3,море,2020-10-08T03:51:20,,
56680,3,вода мокро утопление акулы волны цунами,2020-10-08T06:00:34,,
56681,3,оно мокрое приятное для тела и когда немного сидишь а тело начинается разъедаться,2020-10-08T07:31:25,,
56682,3,белый сон,2020-10-08T09:17:20,,
56683,3,озеро я не плаваю там уточки,2020-10-08T09:19:16,,
56684,3,я,2020-10-08T09:27:36,,
56685,3,бурлит голубого цвета темные,2020-10-08T09:35:00,,
56686,3,море,2020-10-08T09:37:06,,
56687,3,бездонный шумный прозрачный,2020-10-08T09:45:08,,
56688,3,море оно голубое и,2020-10-08T10:08:11,,
56689,3,алиса,2020-10-08T10:11:41,,
56690,3,река море,2020-10-08T11:08:05,,
56691,3,"Спокойное, гладкое, прохладное",2020-10-08T11:22:34,,
56692,3,я не знаю какое,2020-10-08T11:30:21,,
56693,3,она маленькая красивая,2020-10-08T11:34:46,,
56694,3,море,2020-10-08T11:43:38,,
56695,3,медленная красивая лучезарная,2020-10-08T11:49:23,,
56696,3,рыба,2020-10-08T12:01:27,,
56697,3,красота мощь и объем,2020-10-08T13:00:59,,
56698,3,отдых,2020-10-08T13:01:47,,
56699,3,волнованы бушующий гладкое спокойное,2020-10-08T13:05:15,,
56700,3,весело энергично сексуально,2020-10-08T13:10:00,,
56701,3,мокрая,2020-10-08T13:10:03,,
56702,3,"шум ,штиль,крик чаек",2020-10-08T13:33:12,,
56703,3,красота,2020-10-08T13:42:51,,
56704,3,соленое большое бескрайняя,2020-10-08T14:05:23,,
56705,3,озеро зеркальное чистое спокойное,2020-10-08T14:08:47,,
56706,3,образоват,2020-10-08T14:12:47,,
56707,3,"мокра, житкое, голубое",2020-10-08T14:14:42,,
56708,3,море шумное озеро глубокое,2020-10-08T14:15:47,,
56709,3,"течение, волна, спокойствие",2020-10-08T14:20:11,,
56710,3,она течет медленная спокойная,2020-10-08T14:36:37,,
56711,3,не надо ни фига валяется,2020-10-08T14:40:45,,
56712,3,балуйся,2020-10-08T14:41:55,,
56713,3,пос,2020-10-08T14:42:39,,
56714,3,есть песок есть вода есть люди,2020-10-08T14:42:53,,
56715,3,ты что прозрачная влажная,2020-10-08T15:19:44,,
56716,3,тихий умиротворяющий,2020-10-08T15:20:05,,
56717,3,ну это все вода повтори это очень красиво,2020-10-08T15:21:41,,
56718,3,верни игру ты что,2020-10-08T15:21:43,,
56719,3,этого да,2020-10-08T15:26:18,,
56720,3,первая первая,2020-10-08T15:31:42,,
56721,3,холодный ветреный и мокрый,2020-10-08T15:35:12,,
56722,3,там летают чаки там тепло летом,2020-10-08T15:40:29,,
56723,3,свет прозрачность и частота,2020-10-08T15:48:33,,
56724,3,большое и безграничная,2020-10-08T16:00:14,,
56725,3,сила спокойствие умиротворение,2020-10-08T16:05:09,,
56726,3,вода,2020-10-08T16:07:46,,
56727,3,море большое река чуть поменьше я маленькая,2020-10-08T16:08:52,,
56728,3,"спокойно, свежо, солёно",2020-10-08T16:11:55,,
56729,3,шумная спокойная и еще,2020-10-08T16:38:07,,
56730,3,дальше,2020-10-08T16:59:22,,
56731,3,спокойно,2020-10-08T17:02:32,,
56732,3,красота,2020-10-08T17:02:39,,
56733,3,надо бывает круглая в основном люди в нем купаются и иногда там дают,2020-10-08T17:14:11,,
56734,3,бушует спокойное грязная быстрый,2020-10-08T17:15:21,,
56735,3,в кровати выгляжу пидорасы на короля будут приходить телки раздеваться перед глазами я буду ехать я хочу тебя послушать свою письку,2020-10-08T17:20:15,,
56736,3,бурлящий быстрый поток,2020-10-08T17:23:16,,
56737,3,все,2020-10-08T17:40:09,,
56738,3,бескончено вода,2020-10-08T17:41:19,,
56739,3,волны качаются и я на них качаюсь,2020-10-08T17:51:44,,
56740,3,умиротворение спокойствие,2020-10-08T17:53:38,,
56741,3,спокойствие радость,2020-10-08T18:02:06,,
56742,3,озеро оно большое красиво и я им отдыхала,2020-10-08T18:09:51,,
56743,3,частота прохлада свежесть,2020-10-08T18:10:42,,
56744,3,штиль,2020-10-08T18:18:53,,
56745,3,мне нравится море там можно купаться,2020-10-08T18:21:56,,
56746,3,река ебучая,2020-10-08T18:24:45,,
56747,3,иметь соленое состояние озеро может быть пресны ручей бывает только весной,2020-10-08T18:27:29,,
56748,3,море,2020-10-08T18:28:45,,
56749,3,горячая,2020-10-08T18:29:38,,
56750,3,в море можно купаться в озере можно купаться а в ручнике можно прыгать,2020-10-08T18:31:55,,
56751,3,сухо,2020-10-08T18:33:41,,
56752,3,алиса выйти из навыка,2020-10-08T18:34:13,,
56753,3,спокойствие тишина умиротворение,2020-10-08T18:38:13,,
56754,3,ну это так спокойно можно поплавать так красиво выглядит,2020-10-08T18:44:53,,
56755,3,алиса спокойная мирная добрая,2020-10-08T19:02:42,,
56756,3,чистый свежий без крайний,2020-10-08T19:05:15,,
56757,3,есть там рыбки маленькие,2020-10-08T19:08:14,,
56758,3,алиса продолжить,2020-10-08T19:15:14,,
56759,3,прозрачный,2020-10-08T19:18:07,,
56760,3,я не поняла вопрос,2020-10-08T19:18:26,,
56761,3,длинный короткий толстый,2020-10-08T19:19:37,,
56762,3,быстро бежать,2020-10-08T19:19:54,,
56763,3,большое тихо,2020-10-08T19:21:05,,
56764,3,любовь и широкий,2020-10-08T19:22:13,,
56765,3,вода вода вода,2020-10-08T19:24:36,,
56766,3,Спокойствие умиротворение и мир. ,2020-10-08T19:26:49,,
56767,3,спокойная,2020-10-08T19:31:35,,
56768,3,спокойные чистые глубокое,2020-10-08T19:41:49,,
56769,3,у меня военная,2020-10-08T20:13:11,,
56770,3,мне страшно,2020-10-08T20:15:48,,
56771,3,попроси пожалуйста,2020-10-08T20:15:49,,
56772,3,второе,2020-10-08T20:22:30,,
56773,3,большое место с водой,2020-10-08T20:26:58,,
56774,3,сука грязная,2020-10-08T20:27:30,,
56775,3,он прекрасный,2020-10-08T20:32:28,,
56776,3,пустое место,2020-10-08T20:33:40,,
56777,3,море прекрасный глубокий и голубой,2020-10-08T20:36:44,,
56778,3,море,2020-10-08T20:38:58,,
56779,3,можно большое,2020-10-08T20:43:15,,
56780,3,она чуть чуть в город,2020-10-08T20:45:37,,
56781,3,его конца вообще не видно,2020-10-08T20:50:07,,
56782,3,назад,2020-10-08T20:58:10,,
56783,3,вода вода вода,2020-10-08T20:59:30,,
56784,3,"море отдых, озеро пляж, лужа не знаю, незнаб",2020-10-08T21:03:05,,
56785,3,быстрая тихая волнистая,2020-10-08T21:05:25,,
56786,3,вода огонь ветер,2020-10-08T21:06:38,,
56787,3,шума,2020-10-08T21:09:22,,
56788,3,тихо,2020-10-08T21:14:55,,
56789,3,продолжай игру,2020-10-08T21:24:01,,
56790,3,море тепло жара озеро спокойствие луже грязь ручей частота,2020-10-08T21:25:09,,
56791,3,давай,2020-10-08T21:33:14,,
56792,3,прозрачный,2020-10-08T21:33:20,,
56793,3,соленое,2020-10-08T21:37:21,,
56794,3,главное тихая спокойная глубокое,2020-10-08T21:39:27,,
56795,3,продолжай,2020-10-08T21:40:00,,
56796,3,"стоячая , кристально голубая вода , небольшая территория",2020-10-08T21:45:18,,
56797,3,море покой глубина тишина,2020-10-08T21:45:21,,
56798,3,выключи музыку,2020-10-08T21:47:04,,
56799,3,глубокая могучий,2020-10-08T21:50:47,,
56800,3,маленький громкий извилистый ручей,2020-10-08T21:51:42,,
56801,3,о,2020-10-08T21:53:02,,
56802,3,глубокий,2020-10-08T21:54:53,,
56803,3,быстрый узкий и длинный,2020-10-08T21:57:41,,
56804,3,спокойствие,2020-10-08T22:37:58,,
56805,3,опасно дальше,2020-10-08T22:55:28,,
56806,3,спокойствие неуверенность страх,2020-10-08T23:01:03,,
56807,3,ты с крайняя,2020-10-08T23:03:31,,
56808,3,"широкий, шумный, яркий",2020-10-08T23:16:00,,
56809,3,простор,2020-10-08T23:17:19,,
56810,3,волны спокойствие,2020-10-08T23:30:46,,
56811,3,красота,2020-10-08T23:49:58,,
56812,3,блядь играй,2020-10-09T01:06:07,,
56813,3,алиса повтори задание,2020-10-09T01:10:01,,
56814,3,расслаблено приятно мило,2020-10-09T01:13:26,,
56815,3,опасный,2020-10-09T01:45:41,,
56816,3,"большое, спокойное,  чистое",2020-10-09T02:19:53,,
56817,3,море глубокое широкая,2020-10-09T04:14:36,,
56818,3,мокрая холодная неприятная,2020-10-09T04:57:53,,
56819,3,мощная волна синего неба,2020-10-09T08:05:21,,
56820,3,я не знаю давай дальше начнем,2020-10-09T08:49:40,,
56821,3,соленое большое,2020-10-09T09:48:00,,
56822,3,быстрая и громкая,2020-10-09T09:49:47,,
56823,3,сильно успокаивающие живой,2020-10-09T09:50:32,,
56824,3,спокойная глубокое,2020-10-09T10:22:16,,
56825,3,"Мокрая, жидкость, ",2020-10-09T10:32:26,,
56826,3,день рождения на солнце,2020-10-09T10:43:18,,
56827,3,волны плещется,2020-10-09T11:02:11,,
56828,3,море,2020-10-09T11:22:46,,
56829,3,оно красивое оно соленое,2020-10-09T11:27:33,,
56830,3,море потому что много воды но всегда ваш волнами и там можно покататься на доске,2020-10-09T11:29:52,,
56831,3,он длинный не широкий,2020-10-09T11:31:38,,
56832,3,она соленая,2020-10-09T11:32:04,,
56833,3,ты маленькая,2020-10-09T11:34:54,,
56834,3,девочка она такая неглубокая мы иногда ходим туда и купаемся и так приятно там быть,2020-10-09T11:37:08,,
56835,3,маленький быстрый и спокойный,2020-10-09T11:58:39,,
56836,3,назад,2020-10-09T12:23:38,,
56837,3,журчит большой можно купаться,2020-10-09T12:31:11,,
56838,3,дура всплески тишина,2020-10-09T12:33:32,,
56839,3,я прыгаю в море ли в россии или в унитаз прямо как говно,2020-10-09T12:36:42,,
56840,3,какое большое,2020-10-09T12:42:36,,
56841,3,алиса все давай,2020-10-09T12:44:45,,
56842,3,озеро спокойствие безмятежность глубина,2020-10-09T13:17:41,,
56843,3,это водоемы они конечно не белые и я люблю купаться,2020-10-09T13:27:02,,
56844,3,все,2020-10-09T13:34:50,,
56845,3,"Чистое, теплое, ",2020-10-09T13:37:41,,
56846,3,мне нравится озеро потому что можно там купаться все такое если он будет не холодная холодный не люблю будет горяченький хорошо будет,2020-10-09T13:45:24,,
56847,3,море потому что там весело купаться и там разные животные есть,2020-10-09T13:50:21,,
56848,3,да ладно,2020-10-09T13:59:51,,
56849,3,это,2020-10-09T14:02:12,,
56850,3,спокойная волнистая и волшебная,2020-10-09T14:09:49,,
56851,3,нет,2020-10-09T14:11:05,,
56852,3,журчит ты очень красивая,2020-10-09T14:21:39,,
56853,3,неприятно когда на тебя прыгает и распрыскивается,2020-10-09T14:29:47,,
56854,3,и жизнь,2020-10-09T14:48:47,,
56855,3,спокойствие,2020-10-09T14:50:06,,
56856,3,это гречка,2020-10-09T15:01:48,,
56857,3,твоя,2020-10-09T15:10:12,,
56858,3,красота,2020-10-09T15:19:31,,
56859,3,я сижу на углу вижу огромное широкое море,2020-10-09T15:28:18,,
56860,3,тихая красивая умиротворенная,2020-10-09T15:29:04,,
56861,3,круглые большое маленькое,2020-10-09T15:53:33,,
56862,3,как ты прославление,2020-10-09T15:56:13,,
56863,3,как тебя звать,2020-10-09T16:06:51,,
56864,3,давай сыграем,2020-10-09T16:28:15,,
56865,3,большое глубокое синее,2020-10-09T16:29:42,,
56866,3,а,2020-10-09T16:44:08,,
56867,3,вы даже не дослушали,2020-10-09T16:56:50,,
56868,3,море красивые шуршащие озеро,2020-10-09T16:56:52,,
56869,3,красивые синее шуршащая,2020-10-09T17:01:03,,
56870,3,мой большое но очень красивая,2020-10-09T17:06:00,,
56871,3,можно встретить в каких нибудь домоход отдыха и,2020-10-09T17:09:35,,
56872,3,текучая прозрачная плохо проводит тепло,2020-10-09T17:35:39,,
56873,3,"чистое, бурное, приятное",2020-10-09T17:49:37,,
